ProductID,underlyingID,Date,market_price,strike_price,volume,Rf,F_t,Option_type,Moneyness,,
au2412P464,au2412,2024/6/7,1,464,46,0.01949,565.88,P,0.819961829,,
au2412P472,au2412,2024/6/7,1.18,472,46,0.01949,565.88,P,0.834099102,,
au2412P480,au2412,2024/6/7,1.48,480,16,0.01949,565.88,P,0.848236375,,
au2412P488,au2412,2024/6/7,1.88,488,38,0.01949,565.88,P,0.862373648,,
au2412P496,au2412,2024/6/7,2.46,496,17,0.01949,565.88,P,0.876510921,,
au2412P504,au2412,2024/6/7,3.16,504,35,0.01949,565.88,P,0.890648194,,
au2412P512,au2412,2024/6/7,4.14,512,37,0.01949,565.88,P,0.904785467,,
au2412P520,au2412,2024/6/7,5.68,520,20,0.01949,565.88,P,0.91892274,,
au2412P528,au2412,2024/6/7,7.48,528,21,0.01949,565.88,P,0.933060013,,
au2412P536,au2412,2024/6/7,9.64,536,33,0.01949,565.88,P,0.947197286,,
au2412P544,au2412,2024/6/7,12.56,544,13,0.01949,565.88,P,0.961334559,,
au2412P552,au2412,2024/6/7,16.4,552,27,0.01949,565.88,P,0.975471831,,
au2412P560,au2412,2024/6/7,20.02,560,21,0.01949,565.88,P,0.989609104,,
au2412P568,au2412,2024/6/7,25.04,568,14,0.01949,565.88,P,1.003746377,,
au2412P576,au2412,2024/6/7,29.6,576,6,0.01949,565.88,P,1.01788365,,
au2412P584,au2412,2024/6/7,35.88,584,10,0.01949,565.88,P,1.032020923,,
au2412P592,au2412,2024/6/7,42.2,592,13,0.01949,565.88,P,1.046158196,,
au2412P600,au2412,2024/6/7,47.36,600,17,0.01949,565.88,P,1.060295469,,
au2412P608,au2412,2024/6/7,54.42,608,19,0.01949,565.88,P,1.074432742,,
au2412P616,au2412,2024/6/7,60.46,616,13,0.01949,565.88,P,1.088570015,,
au2412P624,au2412,2024/6/7,66.2,624,0,0.01949,565.88,P,1.102707288,,
au2412P632,au2412,2024/6/7,72.74,632,0,0.01949,565.88,P,1.116844561,,
au2412P640,au2412,2024/6/7,79.48,640,0,0.01949,565.88,P,1.130981834,,
au2412P648,au2412,2024/6/7,86.4,648,0,0.01949,565.88,P,1.145119107,,
au2412P656,au2412,2024/6/7,93.52,656,0,0.01949,565.88,P,1.159256379,,
au2412C448,au2412,2024/6/12,103.92,448,0,0.01943,552.08,C,0.811476598,,
au2412C456,au2412,2024/6/12,96.28,456,0,0.01943,552.08,C,0.825967251,,
au2412C464,au2412,2024/6/12,88.76,464,0,0.01943,552.08,C,0.840457905,,
au2412C472,au2412,2024/6/12,81.42,472,0,0.01943,552.08,C,0.854948558,,
au2412C480,au2412,2024/6/12,74.3,480,0,0.01943,552.08,C,0.869439212,,
au2412C488,au2412,2024/6/12,67.4,488,0,0.01943,552.08,C,0.883929865,,
au2412C496,au2412,2024/6/12,59.12,496,8,0.01943,552.08,C,0.898420519,,
au2412C504,au2412,2024/6/12,51.64,504,12,0.01943,552.08,C,0.912911172,,
au2412C512,au2412,2024/6/12,44.5,512,4,0.01943,552.08,C,0.927401826,,
au2412C520,au2412,2024/6/12,38.8,520,2,0.01943,552.08,C,0.941892479,,
au2412C528,au2412,2024/6/12,37.76,528,0,0.01943,552.08,C,0.956383133,,
au2412C536,au2412,2024/6/12,29.46,536,18,0.01943,552.08,C,0.970873786,,
au2412C544,au2412,2024/6/12,25.34,544,1,0.01943,552.08,C,0.98536444,,
au2412C552,au2412,2024/6/12,21.82,552,5,0.01943,552.08,C,0.999855093,,
au2412C560,au2412,2024/6/12,18.96,560,5,0.01943,552.08,C,1.014345747,,
au2412C568,au2412,2024/6/12,16.5,568,5,0.01943,552.08,C,1.028836401,,
au2412C576,au2412,2024/6/12,14.24,576,12,0.01943,552.08,C,1.043327054,,
au2412C584,au2412,2024/6/12,12.28,584,16,0.01943,552.08,C,1.057817708,,
au2412C592,au2412,2024/6/12,10.76,592,18,0.01943,552.08,C,1.072308361,,
au2412C600,au2412,2024/6/12,9.54,600,32,0.01943,552.08,C,1.086799015,,
au2412C608,au2412,2024/6/12,8.44,608,28,0.01943,552.08,C,1.101289668,,
au2412C616,au2412,2024/6/12,7.5,616,65,0.01943,552.08,C,1.115780322,,
au2412C624,au2412,2024/6/12,6.74,624,44,0.01943,552.08,C,1.130270975,,
au2412C632,au2412,2024/6/12,5.88,632,48,0.01943,552.08,C,1.144761629,,
au2412C640,au2412,2024/6/12,5.3,640,30,0.01943,552.08,C,1.159252282,,
au2412C648,au2412,2024/6/12,4.64,648,22,0.01943,552.08,C,1.173742936,,
au2412C656,au2412,2024/6/12,4.44,656,208,0.01943,552.08,C,1.188233589,,
au2412P448,au2412,2024/6/12,0.76,448,50,0.01943,552.08,P,0.811476598,,
au2412P456,au2412,2024/6/12,0.88,456,117,0.01943,552.08,P,0.825967251,,
au2412P464,au2412,2024/6/12,1.06,464,16,0.01943,552.08,P,0.840457905,,
au2412P472,au2412,2024/6/12,1.36,472,21,0.01943,552.08,P,0.854948558,,
au2412P480,au2412,2024/6/12,1.8,480,15,0.01943,552.08,P,0.869439212,,
au2412P488,au2412,2024/6/12,2.36,488,14,0.01943,552.08,P,0.883929865,,
au2412P496,au2412,2024/6/12,3.12,496,27,0.01943,552.08,P,0.898420519,,
au2412P504,au2412,2024/6/12,4.14,504,145,0.01943,552.08,P,0.912911172,,
au2412P512,au2412,2024/6/12,5.7,512,70,0.01943,552.08,P,0.927401826,,
au2412P520,au2412,2024/6/12,7.82,520,10,0.01943,552.08,P,0.941892479,,
au2412P528,au2412,2024/6/12,10.18,528,11,0.01943,552.08,P,0.956383133,,
au2412P536,au2412,2024/6/12,13.44,536,4,0.01943,552.08,P,0.970873786,,
au2412P544,au2412,2024/6/12,17.28,544,7,0.01943,552.08,P,0.98536444,,
au2412P552,au2412,2024/6/12,21.62,552,7,0.01943,552.08,P,0.999855093,,
au2412P560,au2412,2024/6/12,26.84,560,13,0.01943,552.08,P,1.014345747,,
au2412P568,au2412,2024/6/12,32.06,568,3,0.01943,552.08,P,1.028836401,,
au2412P576,au2412,2024/6/12,37.7,576,2,0.01943,552.08,P,1.043327054,,
au2412P584,au2412,2024/6/12,44.36,584,5,0.01943,552.08,P,1.057817708,,
au2412P592,au2412,2024/6/12,50.4,592,3,0.01943,552.08,P,1.072308361,,
au2412P600,au2412,2024/6/12,56.8,600,4,0.01943,552.08,P,1.086799015,,
au2412P608,au2412,2024/6/12,63.26,608,0,0.01943,552.08,P,1.101289668,,
au2412P616,au2412,2024/6/12,69.94,616,0,0.01943,552.08,P,1.115780322,,
au2412P624,au2412,2024/6/12,76.82,624,0,0.01943,552.08,P,1.130270975,,
au2412P632,au2412,2024/6/12,83.88,632,0,0.01943,552.08,P,1.144761629,,
au2412P640,au2412,2024/6/12,91.1,640,0,0.01943,552.08,P,1.159252282,,
au2412P648,au2412,2024/6/12,98.46,648,0,0.01943,552.08,P,1.173742936,,
au2412P656,au2412,2024/6/12,105.96,656,0,0.01943,552.08,P,1.188233589,,
au2412C448,au2412,2024/6/13,106.14,448,0,0.0194,552.2,C,0.811300254,,
au2412C456,au2412,2024/6/13,98.46,456,0,0.0194,552.2,C,0.825787758,,
au2412C464,au2412,2024/6/13,90.92,464,0,0.0194,552.2,C,0.840275263,,
au2412C472,au2412,2024/6/13,83.54,472,1,0.0194,552.2,C,0.854762767,,
au2412C480,au2412,2024/6/13,76.38,480,0,0.0194,552.2,C,0.869250272,,
au2412C488,au2412,2024/6/13,69.46,488,0,0.0194,552.2,C,0.883737776,,
au2412C496,au2412,2024/6/13,57.88,496,15,0.0194,552.2,C,0.898225281,,
au2412C504,au2412,2024/6/13,55.58,504,4,0.0194,552.2,C,0.912712785,,
au2412C512,au2412,2024/6/13,44.64,512,6,0.0194,552.2,C,0.92720029,,
au2412C520,au2412,2024/6/13,38.42,520,6,0.0194,552.2,C,0.941687794,,
au2412C528,au2412,2024/6/13,33.24,528,9,0.0194,552.2,C,0.956175299,,
au2412C536,au2412,2024/6/13,28.24,536,12,0.0194,552.2,C,0.970662803,,
au2412C544,au2412,2024/6/13,24.66,544,8,0.0194,552.2,C,0.985150308,,
au2412C552,au2412,2024/6/13,20.6,552,11,0.0194,552.2,C,0.999637812,,
au2412C560,au2412,2024/6/13,18.12,560,37,0.0194,552.2,C,1.014125317,,
au2412C568,au2412,2024/6/13,15.52,568,41,0.0194,552.2,C,1.028612821,,
au2412C576,au2412,2024/6/13,13.42,576,55,0.0194,552.2,C,1.043100326,,
au2412C584,au2412,2024/6/13,11.52,584,48,0.0194,552.2,C,1.05758783,,
au2412C592,au2412,2024/6/13,9.96,592,70,0.0194,552.2,C,1.072075335,,
au2412C600,au2412,2024/6/13,8.74,600,112,0.0194,552.2,C,1.08656284,,
au2412C608,au2412,2024/6/13,7.84,608,79,0.0194,552.2,C,1.101050344,,
au2412C616,au2412,2024/6/13,6.68,616,119,0.0194,552.2,C,1.115537849,,
au2412C624,au2412,2024/6/13,5.96,624,78,0.0194,552.2,C,1.130025353,,
au2412C632,au2412,2024/6/13,5.26,632,47,0.0194,552.2,C,1.144512858,,
au2412C640,au2412,2024/6/13,4.68,640,73,0.0194,552.2,C,1.159000362,,
au2412C648,au2412,2024/6/13,4.16,648,92,0.0194,552.2,C,1.173487867,,
au2412C656,au2412,2024/6/13,3.78,656,280,0.0194,552.2,C,1.187975371,,
au2412P448,au2412,2024/6/13,0.66,448,195,0.0194,552.2,P,0.811300254,,
au2412P456,au2412,2024/6/13,0.8,456,218,0.0194,552.2,P,0.825787758,,
au2412P464,au2412,2024/6/13,0.94,464,74,0.0194,552.2,P,0.840275263,,
au2412P472,au2412,2024/6/13,1.24,472,54,0.0194,552.2,P,0.854762767,,
au2412P480,au2412,2024/6/13,1.64,480,53,0.0194,552.2,P,0.869250272,,
au2412P488,au2412,2024/6/13,2.18,488,47,0.0194,552.2,P,0.883737776,,
au2412P496,au2412,2024/6/13,2.94,496,40,0.0194,552.2,P,0.898225281,,
au2412P504,au2412,2024/6/13,3.98,504,43,0.0194,552.2,P,0.912712785,,
au2412P512,au2412,2024/6/13,5.46,512,62,0.0194,552.2,P,0.92720029,,
au2412P520,au2412,2024/6/13,7.5,520,17,0.0194,552.2,P,0.941687794,,
au2412P528,au2412,2024/6/13,9.94,528,28,0.0194,552.2,P,0.956175299,,
au2412P536,au2412,2024/6/13,13.1,536,5,0.0194,552.2,P,0.970662803,,
au2412P544,au2412,2024/6/13,17.06,544,8,0.0194,552.2,P,0.985150308,,
au2412P552,au2412,2024/6/13,21.66,552,10,0.0194,552.2,P,0.999637812,,
au2412P560,au2412,2024/6/13,26.56,560,10,0.0194,552.2,P,1.014125317,,
au2412P568,au2412,2024/6/13,30.96,568,5,0.0194,552.2,P,1.028612821,,
au2412P576,au2412,2024/6/13,37.66,576,12,0.0194,552.2,P,1.043100326,,
au2412P584,au2412,2024/6/13,44.32,584,6,0.0194,552.2,P,1.05758783,,
au2412P592,au2412,2024/6/13,50.62,592,8,0.0194,552.2,P,1.072075335,,
au2412P600,au2412,2024/6/13,57.54,600,2,0.0194,552.2,P,1.08656284,,
au2412P608,au2412,2024/6/13,64.18,608,11,0.0194,552.2,P,1.101050344,,
au2412P616,au2412,2024/6/13,69.42,616,2,0.0194,552.2,P,1.115537849,,
au2412P624,au2412,2024/6/13,75.06,624,0,0.0194,552.2,P,1.130025353,,
au2412P632,au2412,2024/6/13,82.04,632,0,0.0194,552.2,P,1.144512858,,
au2412P640,au2412,2024/6/13,89.2,640,0,0.0194,552.2,P,1.159000362,,
au2412P648,au2412,2024/6/13,96.52,648,0,0.0194,552.2,P,1.173487867,,
au2412P656,au2412,2024/6/13,103.96,656,0,0.0194,552.2,P,1.187975371,,
au2412C448,au2412,2024/6/14,103.1,448,0,0.01939,551.88,C,0.811770675,,
au2412C456,au2412,2024/6/14,95.44,456,0,0.01939,551.88,C,0.82626658,,
au2412C464,au2412,2024/6/14,87.92,464,0,0.01939,551.88,C,0.840762485,,
au2412C472,au2412,2024/6/14,80.58,472,0,0.01939,551.88,C,0.85525839,,
au2412C480,au2412,2024/6/14,73.44,480,0,0.01939,551.88,C,0.869754294,,
au2412C488,au2412,2024/6/14,66.54,488,0,0.01939,551.88,C,0.884250199,,
au2412C496,au2412,2024/6/14,57.58,496,18,0.01939,551.88,C,0.898746104,,
au2412C504,au2412,2024/6/14,51.3,504,14,0.01939,551.88,C,0.913242009,,
au2412C512,au2412,2024/6/14,44.34,512,12,0.01939,551.88,C,0.927737914,,
au2412C520,au2412,2024/6/14,38.86,520,4,0.01939,551.88,C,0.942233819,,
au2412C528,au2412,2024/6/14,32.46,528,5,0.01939,551.88,C,0.956729724,,
au2412C536,au2412,2024/6/14,27.62,536,7,0.01939,551.88,C,0.971225629,,
au2412C544,au2412,2024/6/14,23.92,544,10,0.01939,551.88,C,0.985721534,,
au2412C552,au2412,2024/6/14,20.68,552,6,0.01939,551.88,C,1.000217439,,
au2412C560,au2412,2024/6/14,17.78,560,26,0.01939,551.88,C,1.014713343,,
au2412C568,au2412,2024/6/14,15.18,568,19,0.01939,551.88,C,1.029209248,,
au2412C576,au2412,2024/6/14,13.02,576,44,0.01939,551.88,C,1.043705153,,
au2412C584,au2412,2024/6/14,11.38,584,27,0.01939,551.88,C,1.058201058,,
au2412C592,au2412,2024/6/14,9.66,592,37,0.01939,551.88,C,1.072696963,,
au2412C600,au2412,2024/6/14,8.64,600,64,0.01939,551.88,C,1.087192868,,
au2412C608,au2412,2024/6/14,7.56,608,47,0.01939,551.88,C,1.101688773,,
au2412C616,au2412,2024/6/14,6.66,616,84,0.01939,551.88,C,1.116184678,,
au2412C624,au2412,2024/6/14,5.92,624,86,0.01939,551.88,C,1.130680583,,
au2412C632,au2412,2024/6/14,5.22,632,197,0.01939,551.88,C,1.145176488,,
au2412C640,au2412,2024/6/14,4.68,640,32,0.01939,551.88,C,1.159672393,,
au2412C648,au2412,2024/6/14,4.22,648,160,0.01939,551.88,C,1.174168297,,
au2412C656,au2412,2024/6/14,3.76,656,89,0.01939,551.88,C,1.188664202,,
au2412P448,au2412,2024/6/14,0.7,448,236,0.01939,551.88,P,0.811770675,,
au2412P456,au2412,2024/6/14,0.84,456,166,0.01939,551.88,P,0.82626658,,
au2412P464,au2412,2024/6/14,0.98,464,54,0.01939,551.88,P,0.840762485,,
au2412P472,au2412,2024/6/14,1.2,472,36,0.01939,551.88,P,0.85525839,,
au2412P480,au2412,2024/6/14,1.7,480,29,0.01939,551.88,P,0.869754294,,
au2412P488,au2412,2024/6/14,2.12,488,33,0.01939,551.88,P,0.884250199,,
au2412P496,au2412,2024/6/14,3.18,496,27,0.01939,551.88,P,0.898746104,,
au2412P504,au2412,2024/6/14,3.72,504,26,0.01939,551.88,P,0.913242009,,
au2412P512,au2412,2024/6/14,5.12,512,35,0.01939,551.88,P,0.927737914,,
au2412P520,au2412,2024/6/14,7.04,520,37,0.01939,551.88,P,0.942233819,,
au2412P528,au2412,2024/6/14,9.46,528,42,0.01939,551.88,P,0.956729724,,
au2412P536,au2412,2024/6/14,12.66,536,9,0.01939,551.88,P,0.971225629,,
au2412P544,au2412,2024/6/14,16.26,544,24,0.01939,551.88,P,0.985721534,,
au2412P552,au2412,2024/6/14,20.7,552,10,0.01939,551.88,P,1.000217439,,
au2412P560,au2412,2024/6/14,25.88,560,6,0.01939,551.88,P,1.014713343,,
au2412P568,au2412,2024/6/14,31.12,568,6,0.01939,551.88,P,1.029209248,,
au2412P576,au2412,2024/6/14,37.22,576,13,0.01939,551.88,P,1.043705153,,
au2412P584,au2412,2024/6/14,43.36,584,12,0.01939,551.88,P,1.058201058,,
au2412P592,au2412,2024/6/14,50.64,592,11,0.01939,551.88,P,1.072696963,,
au2412P600,au2412,2024/6/14,57.7,600,14,0.01939,551.88,P,1.087192868,,
au2412P608,au2412,2024/6/14,64.7,608,6,0.01939,551.88,P,1.101688773,,
au2412P616,au2412,2024/6/14,71.14,616,2,0.01939,551.88,P,1.116184678,,
au2412P624,au2412,2024/6/14,77.3,624,0,0.01939,551.88,P,1.130680583,,
au2412P632,au2412,2024/6/14,84.42,632,0,0.01939,551.88,P,1.145176488,,
au2412P640,au2412,2024/6/14,91.7,640,0,0.01939,551.88,P,1.159672393,,
au2412P648,au2412,2024/6/14,99.1,648,0,0.01939,551.88,P,1.174168297,,
au2412P656,au2412,2024/6/14,106.6,656,0,0.01939,551.88,P,1.188664202,,
au2412C448,au2412,2024/6/17,107.16,448,0,0.01935,553.2,C,0.809833695,,
au2412C456,au2412,2024/6/17,99.36,456,0,0.01935,553.2,C,0.824295011,,
au2412C464,au2412,2024/6/17,91.7,464,0,0.01935,553.2,C,0.838756327,,
au2412C472,au2412,2024/6/17,84.16,472,0,0.01935,553.2,C,0.853217643,,
au2412C480,au2412,2024/6/17,76.82,480,0,0.01935,553.2,C,0.867678959,,
au2412C488,au2412,2024/6/17,69.7,488,0,0.01935,553.2,C,0.882140275,,
au2412C496,au2412,2024/6/17,61.26,496,18,0.01935,553.2,C,0.896601591,,
au2412C504,au2412,2024/6/17,53.94,504,8,0.01935,553.2,C,0.911062907,,
au2412C512,au2412,2024/6/17,47.2,512,8,0.01935,553.2,C,0.925524223,,
au2412C520,au2412,2024/6/17,41.12,520,2,0.01935,553.2,C,0.939985539,,
au2412C528,au2412,2024/6/17,35.76,528,6,0.01935,553.2,C,0.954446855,,
au2412C536,au2412,2024/6/17,29.86,536,2,0.01935,553.2,C,0.968908171,,
au2412C544,au2412,2024/6/17,28.96,544,0,0.01935,553.2,C,0.983369487,,
au2412C552,au2412,2024/6/17,21.14,552,9,0.01935,553.2,C,0.997830803,,
au2412C560,au2412,2024/6/17,18.52,560,16,0.01935,553.2,C,1.012292119,,
au2412C568,au2412,2024/6/17,15.5,568,12,0.01935,553.2,C,1.026753435,,
au2412C576,au2412,2024/6/17,13.4,576,52,0.01935,553.2,C,1.041214751,,
au2412C584,au2412,2024/6/17,11.62,584,23,0.01935,553.2,C,1.055676067,,
au2412C592,au2412,2024/6/17,10.1,592,10,0.01935,553.2,C,1.070137383,,
au2412C600,au2412,2024/6/17,8.7,600,33,0.01935,553.2,C,1.084598698,,
au2412C608,au2412,2024/6/17,7.58,608,23,0.01935,553.2,C,1.099060014,,
au2412C616,au2412,2024/6/17,6.64,616,29,0.01935,553.2,C,1.11352133,,
au2412C624,au2412,2024/6/17,5.96,624,35,0.01935,553.2,C,1.127982646,,
au2412C632,au2412,2024/6/17,5.2,632,30,0.01935,553.2,C,1.142443962,,
au2412C640,au2412,2024/6/17,5.06,640,12,0.01935,553.2,C,1.156905278,,
au2412C648,au2412,2024/6/17,4.54,648,13,0.01935,553.2,C,1.171366594,,
au2412C656,au2412,2024/6/17,3.8,656,38,0.01935,553.2,C,1.18582791,,
au2412P448,au2412,2024/6/17,0.7,448,54,0.01935,553.2,P,0.809833695,,
au2412P456,au2412,2024/6/17,0.8,456,80,0.01935,553.2,P,0.824295011,,
au2412P464,au2412,2024/6/17,0.94,464,46,0.01935,553.2,P,0.838756327,,
au2412P472,au2412,2024/6/17,1.18,472,23,0.01935,553.2,P,0.853217643,,
au2412P480,au2412,2024/6/17,1.54,480,34,0.01935,553.2,P,0.867678959,,
au2412P488,au2412,2024/6/17,1.86,488,10,0.01935,553.2,P,0.882140275,,
au2412P496,au2412,2024/6/17,2.3,496,14,0.01935,553.2,P,0.896601591,,
au2412P504,au2412,2024/6/17,3.32,504,10,0.01935,553.2,P,0.911062907,,
au2412P512,au2412,2024/6/17,4.8,512,24,0.01935,553.2,P,0.925524223,,
au2412P520,au2412,2024/6/17,6.54,520,34,0.01935,553.2,P,0.939985539,,
au2412P528,au2412,2024/6/17,8.82,528,33,0.01935,553.2,P,0.954446855,,
au2412P536,au2412,2024/6/17,11.76,536,6,0.01935,553.2,P,0.968908171,,
au2412P544,au2412,2024/6/17,15.44,544,14,0.01935,553.2,P,0.983369487,,
au2412P552,au2412,2024/6/17,19.44,552,5,0.01935,553.2,P,0.997830803,,
au2412P560,au2412,2024/6/17,23.84,560,2,0.01935,553.2,P,1.012292119,,
au2412P568,au2412,2024/6/17,30.24,568,3,0.01935,553.2,P,1.026753435,,
au2412P576,au2412,2024/6/17,34.64,576,2,0.01935,553.2,P,1.041214751,,
au2412P584,au2412,2024/6/17,41.4,584,6,0.01935,553.2,P,1.055676067,,
au2412P592,au2412,2024/6/17,47.6,592,4,0.01935,553.2,P,1.070137383,,
au2412P600,au2412,2024/6/17,52.94,600,0,0.01935,553.2,P,1.084598698,,
au2412P608,au2412,2024/6/17,60,608,2,0.01935,553.2,P,1.099060014,,
au2412P616,au2412,2024/6/17,65.98,616,0,0.01935,553.2,P,1.11352133,,
au2412P624,au2412,2024/6/17,72.88,624,0,0.01935,553.2,P,1.127982646,,
au2412P632,au2412,2024/6/17,79.98,632,0,0.01935,553.2,P,1.142443962,,
au2412P640,au2412,2024/6/17,87.26,640,0,0.01935,553.2,P,1.156905278,,
au2412P648,au2412,2024/6/17,94.66,648,0,0.01935,553.2,P,1.171366594,,
au2412P656,au2412,2024/6/17,102.18,656,0,0.01935,553.2,P,1.18582791,,
au2412C448,au2412,2024/6/18,106.3,448,0,0.01934,553.96,C,0.808722651,,
au2412C456,au2412,2024/6/18,98.52,456,0,0.01934,553.96,C,0.823164127,,
au2412C464,au2412,2024/6/18,90.86,464,0,0.01934,553.96,C,0.837605603,,
au2412C472,au2412,2024/6/18,83.24,472,2,0.01934,553.96,C,0.852047079,,
au2412C480,au2412,2024/6/18,76.04,480,0,0.01934,553.96,C,0.866488555,,
au2412C488,au2412,2024/6/18,68.94,488,0,0.01934,553.96,C,0.880930031,,
au2412C496,au2412,2024/6/18,60.34,496,8,0.01934,553.96,C,0.895371507,,
au2412C504,au2412,2024/6/18,53.5,504,4,0.01934,553.96,C,0.909812983,,
au2412C512,au2412,2024/6/18,46.96,512,6,0.01934,553.96,C,0.924254459,,
au2412C520,au2412,2024/6/18,40.66,520,4,0.01934,553.96,C,0.938695935,,
au2412C528,au2412,2024/6/18,34.56,528,3,0.01934,553.96,C,0.953137411,,
au2412C536,au2412,2024/6/18,30.32,536,4,0.01934,553.96,C,0.967578887,,
au2412C544,au2412,2024/6/18,25.48,544,9,0.01934,553.96,C,0.982020362,,
au2412C552,au2412,2024/6/18,21.42,552,6,0.01934,553.96,C,0.996461838,,
au2412C560,au2412,2024/6/18,18.28,560,26,0.01934,553.96,C,1.010903314,,
au2412C568,au2412,2024/6/18,15.94,568,10,0.01934,553.96,C,1.02534479,,
au2412C576,au2412,2024/6/18,13.74,576,37,0.01934,553.96,C,1.039786266,,
au2412C584,au2412,2024/6/18,11.88,584,15,0.01934,553.96,C,1.054227742,,
au2412C592,au2412,2024/6/18,10.3,592,14,0.01934,553.96,C,1.068669218,,
au2412C600,au2412,2024/6/18,8.88,600,36,0.01934,553.96,C,1.083110694,,
au2412C608,au2412,2024/6/18,7.88,608,28,0.01934,553.96,C,1.09755217,,
au2412C616,au2412,2024/6/18,6.94,616,34,0.01934,553.96,C,1.111993646,,
au2412C624,au2412,2024/6/18,6.12,624,33,0.01934,553.96,C,1.126435122,,
au2412C632,au2412,2024/6/18,5.38,632,38,0.01934,553.96,C,1.140876598,,
au2412C640,au2412,2024/6/18,4.76,640,14,0.01934,553.96,C,1.155318074,,
au2412C648,au2412,2024/6/18,4.28,648,25,0.01934,553.96,C,1.169759549,,
au2412C656,au2412,2024/6/18,3.94,656,58,0.01934,553.96,C,1.184201025,,
au2412P448,au2412,2024/6/18,0.7,448,96,0.01934,553.96,P,0.808722651,,
au2412P456,au2412,2024/6/18,0.82,456,33,0.01934,553.96,P,0.823164127,,
au2412P464,au2412,2024/6/18,0.94,464,75,0.01934,553.96,P,0.837605603,,
au2412P472,au2412,2024/6/18,1.14,472,15,0.01934,553.96,P,0.852047079,,
au2412P480,au2412,2024/6/18,1.54,480,31,0.01934,553.96,P,0.866488555,,
au2412P488,au2412,2024/6/18,2,488,15,0.01934,553.96,P,0.880930031,,
au2412P496,au2412,2024/6/18,2.56,496,19,0.01934,553.96,P,0.895371507,,
au2412P504,au2412,2024/6/18,3.38,504,25,0.01934,553.96,P,0.909812983,,
au2412P512,au2412,2024/6/18,4.68,512,35,0.01934,553.96,P,0.924254459,,
au2412P520,au2412,2024/6/18,6.4,520,24,0.01934,553.96,P,0.938695935,,
au2412P528,au2412,2024/6/18,8.68,528,38,0.01934,553.96,P,0.953137411,,
au2412P536,au2412,2024/6/18,11.56,536,19,0.01934,553.96,P,0.967578887,,
au2412P544,au2412,2024/6/18,15.1,544,8,0.01934,553.96,P,0.982020362,,
au2412P552,au2412,2024/6/18,19.2,552,17,0.01934,553.96,P,0.996461838,,
au2412P560,au2412,2024/6/18,24.02,560,7,0.01934,553.96,P,1.010903314,,
au2412P568,au2412,2024/6/18,29.5,568,3,0.01934,553.96,P,1.02534479,,
au2412P576,au2412,2024/6/18,35,576,6,0.01934,553.96,P,1.039786266,,
au2412P584,au2412,2024/6/18,41.16,584,3,0.01934,553.96,P,1.054227742,,
au2412P592,au2412,2024/6/18,47.52,592,0,0.01934,553.96,P,1.068669218,,
au2412P600,au2412,2024/6/18,54.12,600,4,0.01934,553.96,P,1.083110694,,
au2412P608,au2412,2024/6/18,61.22,608,6,0.01934,553.96,P,1.09755217,,
au2412P616,au2412,2024/6/18,66.74,616,0,0.01934,553.96,P,1.111993646,,
au2412P624,au2412,2024/6/18,73.66,624,0,0.01934,553.96,P,1.126435122,,
au2412P632,au2412,2024/6/18,80.78,632,0,0.01934,553.96,P,1.140876598,,
au2412P640,au2412,2024/6/18,88.08,640,0,0.01934,553.96,P,1.155318074,,
au2412P648,au2412,2024/6/18,95.5,648,0,0.01934,553.96,P,1.169759549,,
au2412P656,au2412,2024/6/18,103.04,656,0,0.01934,553.96,P,1.184201025,,
au2412C448,au2412,2024/6/19,107.18,448,0,0.01929,556.02,C,0.805726413,,
au2412C456,au2412,2024/6/19,99.36,456,0,0.01929,556.02,C,0.820114384,,
au2412C464,au2412,2024/6/19,91.66,464,0,0.01929,556.02,C,0.834502356,,
au2412C472,au2412,2024/6/19,84.08,472,0,0.01929,556.02,C,0.848890328,,
au2412C480,au2412,2024/6/19,76.68,480,0,0.01929,556.02,C,0.863278299,,
au2412C488,au2412,2024/6/19,69.52,488,0,0.01929,556.02,C,0.877666271,,
au2412C496,au2412,2024/6/19,60.5,496,8,0.01929,556.02,C,0.892054243,,
au2412C504,au2412,2024/6/19,54.42,504,12,0.01929,556.02,C,0.906442214,,
au2412C512,au2412,2024/6/19,46.18,512,6,0.01929,556.02,C,0.920830186,,
au2412C520,au2412,2024/6/19,41.46,520,5,0.01929,556.02,C,0.935218158,,
au2412C528,au2412,2024/6/19,35.34,528,8,0.01929,556.02,C,0.949606129,,
au2412C536,au2412,2024/6/19,30.44,536,5,0.01929,556.02,C,0.963994101,,
au2412C544,au2412,2024/6/19,25.96,544,1,0.01929,556.02,C,0.978382073,,
au2412C552,au2412,2024/6/19,21.98,552,3,0.01929,556.02,C,0.992770044,,
au2412C560,au2412,2024/6/19,18.94,560,7,0.01929,556.02,C,1.007158016,,
au2412C568,au2412,2024/6/19,16.18,568,20,0.01929,556.02,C,1.021545988,,
au2412C576,au2412,2024/6/19,13.84,576,52,0.01929,556.02,C,1.035933959,,
au2412C584,au2412,2024/6/19,12,584,14,0.01929,556.02,C,1.050321931,,
au2412C592,au2412,2024/6/19,10.46,592,5,0.01929,556.02,C,1.064709903,,
au2412C600,au2412,2024/6/19,8.96,600,17,0.01929,556.02,C,1.079097874,,
au2412C608,au2412,2024/6/19,7.92,608,22,0.01929,556.02,C,1.093485846,,
au2412C616,au2412,2024/6/19,6.82,616,31,0.01929,556.02,C,1.107873817,,
